result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
363.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,quorn,,Bæredygtig forretning | Quorn,https://www.quorn.dk/selskab/baeredygtighed,"Vi tror på, at verden har brug for en mere bæredygtig kost, som både er sundere for befolkningen og mere skånsom overfor vores planet. Vi tror også på, at et overdrevent kødforbrug forhindrer en mere bæredygtig kost, og derfor er Quorn Foods’ mål at gøre et sundere og mere bæredygtigt proteinbaseret alternativ til kød tilgængeligt for vores kunder.",1100000.0,,
364.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,jyndbjerg,,Bæredygtig produktion - Jyndbjerg,https://jyndbjerg.dk/baeredygtig-produktion/,"Bæredygtig produktion er en selvfølge for os. Vi udfordrer hele tiden den bedste udnyttelse af træet, og optimerer ligeledes vores produktion, så ressourcespild minimeres. Samtidig har vi kundernes ønsker i fokus. Vi er specialister i bæredygtig serieproduktion i FSC certificeret træ til møbler, brugskunst og andre trækomponenter.",1100000.0,,
365.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,ehfyn,,Bæredygtig forretningsudvikling - Sparring om vækst og ...,https://ehfyn.dk/baeredygtig_forretningsudvikling,"Der findes mange muligheder for at arbejde med bæredygtig forretningsudvikling og ingen standardløsninger. Men det behøver hverken være abstrakt eller uoverskueligt at bliver mere bæredygtig. Kunsten er at tage udgangspunkt i det, I allerede gør og så udvikle derfra.",1100000.0,,
366.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,systime,,Bæredygtighed og økonomisk vækst | Miljøpolitik (iBog),https://miljoepolitik.systime.dk/index.php?id=492,Bæredygtighed og økonomisk vækst. Du skal logge ind for at skrive en note Indholdsbeskrivelse: I det følgende vil vi se på to aspekter der er vigtige for at forstå det grundlæggende vilkår eller den modsætning der i efterkrigstidens økonomiske historie har været mellem økonomisk vækst og bæredygtig udvikling og til sidst ...,1100000.0,,
368.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,kronospan-dk,,Novopan bæredygtighed,https://kronospan-dk.dk/baeredygtighed,Bæredygtighed Miljøvenlige produkter fremstillet af naturens materialer. Bæredygtighed er mere end et buzzword for os. Det ligger dybt i hele vores forretning. Lige fra valget af råvarer til leveringen af de færdige spånplader.,1100000.0,,
370.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,seges,,Bæredygtig udvikling i landbruget | Innovation og ...,https://www.seges.dk/da-dk/innovation-og-udvikling/baeredygtighed,"Og bæredygtighed er for alle landbrug. For uanset produktionsform og bedriftsstørrelse, så interesserer alle landmænd sig for økonomi, miljø og sociale forhold på både kort og lang sigt. I mange tilfælde skaber omtanke, omhu, ordentlighed og optimering også en mere bæredygtig landbrugsproduktion.",1100000.0,,
373.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,xn--bredygtigtbyggeri-rrb,,Økonomi – det tredje ben i bæredygtighed ...,https://www.xn--bredygtigtbyggeri-rrb.dk/oekonomi-og-baeredygtighed,"Økonomi og bæredygtighed Når man taler om bæredygtig udvikling , taler man om, at der skal tages afvejede hensyn til mennesker, miljø og økonomi. Økonomien, og herunder driftsøkonomi, er i praksis en vigtig faktor, der kan være afgørende for de valg man tager i et byggeprojekt.",1100000.0,,
375.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,bosch-home,,Bæredygtig produktion – Bosch Home,https://www.bosch-home.dk/oplev-bosch/baeredygtig-produktion,"Bæredygtig produktion af Bosch hvidevarer. Ansvar fra skrivebord til genanvendelse. Alle Bosch husholdningsapparater udvikles med udgangspunkt i miljøet. Vi arbejder bæredygtigt inden for alle områder. Det begynder allerede inden produktionen går i gang og stopper ikke før, emballagen og materialerne genanvendes.",1100000.0,,
377.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,merk-innovation,,Bæredygtig forretningsudvikling > Ring og hør mere!,https://merk-innovation.dk/,"MËRK Innovation arbejder med bæredygtig forretningsudvikling gennem grøn og cirkulær omstilling. Vi arbejder målrettet med FN""s Verdensmål i din virkomhed.",1100000.0,,
378.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,ehnj,,Grøn omstilling: Kontakt Erhvervshus Nordjylland for ...,https://ehnj.dk/cirkulaer_oekonomi,"Grøn omstilling er ikke blot en god sag men også en god forretning for dig. Forbrugere og kunder stiller nemlig i højere og højere grad krav til bæredygtige løsninger, og …",1100000.0,,
379.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,mst,,Bæredygtig produktion - Miljøstyrelsen,https://mst.dk/erhverv/skovbrug/nationalt-skovprogram/det-nationale-skovprogram/temaer/baeredygtig-produktion/,"Efterspørge forskning i og formidling af nye metoder til skovdyrkning, som øger bæredygtig produktion af træ til energi uden at påvirke den langsigtede produktion af træ til materialer. Det sker ved årlige prioriteringer i kontrakt mellem Miljø- og Fødevareministeriet og Københavns Universitet om forskningsbaseret myndighedsbetjening.",1100000.0,,
380.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,danskindustri,,Klimaklar SMV - bæredygtig virksomhed - Dansk Industri,https://www.danskindustri.dk/klimaklarsmv,"Klimaklar SMV - et rådgivningsforløb, der styrker vækst og konkurrenceevne gennem CO2-beregning, klimastrategi og branding. 50 virksomheder får med Klimaklar SMV hjælp til at komme i gang med den grønne omstilling og blive en bæredygtig virksomhed.",1100000.0,,
381.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,iba,,Bæredygtig forandring og innovationsledelse | Tag et ...,https://www.iba.dk/efteruddannelser/ledelse/baeredygtig-innovationsledelse,"Innovation; Bæredygtig forandring og innovationsledelse – Styrk dine kompetencer inden for ledelse af innovation og bæredygtighed Bæredygtig forandring og innovationsledelse Kom med på Danmarks første uddannelse i Innovationsledelse, hvor du lærer at indarbejde en konkret bæredygtig forandring i din virksomhed.",1100000.0,,
383.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,mst,,Bæredygtigt forbrug og produktion,https://mst.dk/erhverv/groen-virksomhed/groenne-offentlige-myndigheder/baeredygtigt-forbrug/,"Grøn livsstil Læs mere om den række af anbefalinger, der blev udarbejdet til Nordisk Ministerråd om fremme af bæredygtigt forbrug og grøn livsstil. Her finder du også en række baggrundsrapporter om bæredygtigt forbrug og grøn livsstil.",1100000.0,,
384.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,dac,,HVAD ER BÆREDYGTIGHED?,https://dac.dk/wp-content/uploads/2017/10/Hvad-er-bæredygtighed.pdf,"Når det kommer til økonomisk bæredygtighed spiller staten også en stor rolle. For det første er det oftest staten, der i dag skal dække de udgifter og utilsigtede konsekvenser, som en ikke-bæredygtig udvikling bringer med sig. Men staten har samtidig også store muligheder",1100000.0,,
385.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,bluetree,,"Bæredygtig forretningsudvikling, CSR, risiko og ...",https://www.bluetree.dk/,"Bæredygtig virksomhedsudvikling Få succes med at udvikle din virksomhed i bæredygtig retning. Flere og flere virksomheder begynder at arbejde med forretningsudvikling på grundlag af bæredygtighed, CSR og cirkulær økonomi. For mange kan det …",1100000.0,,
386.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,erhvervshusmidtjylland,,Få hjælp til grøn omstilling og cirkulær økonomi ...,https://erhvervshusmidtjylland.dk/groen-omstilling,"Grøn omstilling og cirkulær økonomi er ikke blot en god sag, men vil også i højere grad blive en god forretning. Forbrugere og kunder stiller nemlig i højere og højere grad krav til bæredygtige løsninger, og prioriterer virksomheder med grønne profiler. I mange år har vores økonomi været ...",1100000.0,,
387.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,ehhs,,Grøn Vækst via Grønne Forretningsmodeller - Copenhagen ...,https://ehhs.dk/ydelser-forlob-groen-vaekst,"Grøn Vækst optager ikke flere deltagere. Du kan bruge siderne her som inspiration, og du kan få konkret vejledning i bæredygtighed til din virksomhed her.Det koster kun din tid og entusiasme.",1100000.0,,
388.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,disie,,Danish Institute for Sustainable Innovation & Entrepreneurship,https://disie.dk/da/,"for et bæredygtigt danmark Danish Institute for sustainable innovation &amp; entrepreneurship HVORDAN. Vi ... hvor vi skal træffe et valg mellem ‘business as usual’ eller en bæredygtig fremtid. Vores samfund kalder på ny viden og nye løsninger, og nøglen hertil findes i …",1100000.0,,
389.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,dtu,,Projekter - Bæredygtig Produktion,http://www.bridging.dtu.dk/Projekter,Bæredygtig Produktion gav SMV’er mulighed for at få ingeniørstuderende til at løse opgaver relateret til bæredygtighed. Som virksomhed var det typisk baseret på en investerer på tre møder à en times varighed. DTU stillede medarbejdere og studerende til rådighed og faciliterer løsning af virksomhedens udfordring. Samarbejdet udformede sig forskelligt afhængig af hvad der passede ...,1100000.0,,
390.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,ehfyn,,Bæredygtig strategi giver vækst til din virksomhed ...,https://ehfyn.dk/baeredygtig_strategi_forloeb,"Bæredygtig strategi giver vækst til din virksomhed Find vej til en bæredygtig forretningsstrategi, der skaber værdi for dine kunder og din virksomhed. Målet med forløbet er at give deltagerne viden om, hvordan de kan arbejde med bæredygtighed i deres egen virksomhed.",1100000.0,,
391.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,baeredygtigesynergier,,Bæredygtige Synergier i Aalborg Øst,https://www.baeredygtigesynergier.dk/,"Her blev små og mellemstore virksomheder i postnummer 9220 ført sammen om initiativer, der gjorde deres forretning mere bæredygtig og skabte vækst. Virksomheder i Aalborg Øst samarbejdede for at skabe jobs og grøn forretning gennem bedre brug af områdets ressourcer.",1100000.0,,
392.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,kk,,Forord - Københavns Kommune,https://www.kk.dk/sites/default/files/uploaded-files/koebenhavn_-_foerende_metropol_for_baeredygtig_vaekst_innovation_og_talent_07.06.pdf,"KØBENHAVN – FØRENDE METROPOL FOR BÆREDYGTIG VÆKST, INNOVATION OG TALENT • Rammerne for innovation udnyttes ikke godt nok. København kan gøre meget mere for at blive et centrum for virksomheder, der udvikler nye, smarte produkter og løsninger. • For lav international tiltrækningskraft.",1100000.0,,
393.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,hedeselskabet,,Grøn Innovation | Hedeselskabet,https://www.hedeselskabet.dk/groen-innovation,"Hedeselskabet arbejder med langsigtet udvikling, benyttelse og beskyttelse af naturen. Vi er en værdibaseret og attraktiv arbejdsplads, der skaber grøn innovation, rådgiver, udvikler og leverer løsninger primært til naturpleje, miljøforbedring og klimatilpasning.",1100000.0,,
396.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,innovationsfonden,,Grøn Vækst | Innovationsfonden,https://innovationsfonden.dk/da/programmer/grand-solutions/gron-vaekst,"Innovationsfonden ønsker med Grøn Vækst at investere i projekter med stort vækstpotentiale, hvor strategisk forskning og innovation kan medvirke til at skabe nye, internationalt konkurrencedygtige løsninger på globale udfordringer i relation til energi, materialer, bioressourcer, klima, miljø, vandressourcer, byggeri, transport og mobilitet.",1100000.0,,
397.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,dge,,» Bæredygtig forretningsudvikling « Miljørådgivning,https://www.dge.dk/raadgivning/klima-og-baeredygtighed/baeredygtig-forretningsudvikling/,"Bæredygtig forretningsudvikling. DGE kan hjælpe din virksomhed i gang eller videre i arbejdet med den grønne omstilling. Vi hjælper dig med at tænke bæredygtighed ind i din forretningsmodel, så de gode ideer bliver omsat til konkrete, fremtidssikrede tiltag og ikke mindst målbare resultater, der både gavner bundlinjen og miljøet.",1100000.0,,
