result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
314.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,danskindustri,,Virksomheder satser på bæredygtig forretning - DI,https://www.danskindustri.dk/di-business/arkiv/nyheder/2019/2/virksomheder-satser-pa-baredygtig-forretning/,"Virksomheder satser på bæredygtig forretning Afspil video #Danske virksomheder tager verdensmålene til sig. Det kan jeg godt forstå, for de giver en rigtig god platform til at sætte nyt strategisk fokus på bæredygtig udvikling af forretningen, siger …",1100000.0,,,148,,200,,813e27be-9380-48a0-99b8-4a6ad5cfc175.html,text/html,utf-8
320.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,wikipedia,,"Bæredygtighed - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/B%C3%A6redygtighed,"Bæredygtighed er et udtryk for en teknologis eller en kulturs slid på naturgrundlaget. I princippet kan man forestille sig, at jæger- og samlerkulturer kan udnytte naturen med 100% bæredygtighed. I den modsatte ende af skalaen findes teknologier og kulturer, som nedslider naturen i en grad, så de hele tiden må flytte for at finde nye ressourcer.",1100000.0,,,154,,200,,d6b66a11-dddd-4c96-8601-6eff956bb042.html,text/html,utf-8
330.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,kruger,,En bæredygtig forretning | Krüger A/S,https://www.kruger.dk/om-os/en-baeredygtig-forretning,En bæredygtig forretning. Hjem Om os Brancher Teknologier og service Infocenter Aktuelt Kontakt os Vores forretning At arbejde hos Krüger Veolia Water …,1100000.0,,,162,,200,,67400d3f-9362-4bc8-b9ed-304b68ac993d.html,text/html,utf-8
329.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,ecoinnovation,,Grøn innovation,https://ecoinnovation.dk/groen-innovation/,Grøn innovation Her på siderne kan du læse mere om udviklingen inden for grøn innovation og miljøteknologi. Miljøtemaer: Udfordringer og teknologiske muligheder. En tematisk indgang til arbejdet med forskellige miljøudfordringer og de tilgængelige miljøteknologiske muligheder.,1100000.0,,,161,,200,,f32693ac-b443-4588-9811-14e41b7a5e16.html,text/html,utf-8
323.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,nordea,,Bæredygtig forretning | Nordea,https://www.nordea.com/da/baeredygtighed/baeredygtig-forretning/,provide a proper introduction in this input field. this field should not exceed more than 150 characters (with spaces) and should contain keywords related to this content page.,1100000.0,,,157,,200,,a2dc107e-eda9-4b3a-a18b-098f7633e83b.html,text/html,utf-8
327.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,geus,,"Mineralske råstoffer, bæredygtighed og innovation",https://www.geus.dk/produkter-ydelser-og-faciliteter/publikationer/populaervidenskab/boeger/mineralske-raastoffer-baeredygtighed-og-innovation/,"Under hovedoverskrifterne mineralske råstoffer, bæredygtighed og innovation præsenteres i 28 kapitler de mineralske råstoffers samfundsmæssige betydning, deres lange og dynamiske forsyningskæder fra mineralefterforskning til minedrift og forarbejdningstrinene videre til de når forbrugerne – og efterfølgende, de nye værdikæder som opstår, når varen er kasseret og …",1100000.0,,,159,,200,,36257e7b-00dc-441f-b898-050522f16d3b.html,text/html,utf-8
341.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,mfvm,,"Grøn Vækst - Ministeriet for Fødevarer, Landbrug og Fiskeri",https://mfvm.dk/fileadmin/user_upload/FVM.dk/Dokumenter/Servicemenu/Publikationer/Groen_vaekst.pdf,"Grøn Vækst 1.1. Grøn Vækst 3 1.2. En grøn vækstvision for natur, 5 miljø, klima og landbrug 1.3. Investeringer i Grøn Vækst 8 1.4. Grøn Vækst balance 10 Del 2 Miljø- og Naturplan Danmark 2020 2.1. Et vandmiljø af god kvalitet 15 2.2. Reduktion af pesticiders skadevirkninger 19 2.3. Reduceret ammoniakbelastning 23 2.4.",1100000.0,,,170,,200,,6a7c060d-422d-44bd-8e1e-e1ec6a35fa1a.pdf,application/pdf,
174.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,sdu,,Vores Verdensmål - nyheder,https://www.sdu.dk/da/voresverdensmaal/sdg_nyhedsliste,"Humaniora og Verdensmålene. Humaniora på SDU satte ved dette års ledelsesseminar fokus på FN’s Verdensmål med bl.a. oplæg fra Mogens Lykketoft, projektleder Louise Thomsen fra CBS og ivrig debat om, hvordan et universitet kan arbejde med Verdensmålene. 02.10.2019 Hiv-medicin virker kun, hvis den når frem",369000.0,,,90,,200,,5b9bbb92-af63-4f0e-8fd0-7d4df699a627.html,text/html,utf-8
315.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,mannaz,,Bæredygtighed = god forretning | Mannaz kurser og uddannelser,https://www.mannaz.com/da/artikler/ledelse/baeredygtighed-god-forretning/,"Det er ærgerligt, for der kan være god forretning i bæredygtighed. ”Jeg tror, det eneste, der i fremtiden bliver god forretning, er bæredygtige forretninger. Der er vi ikke helt endnu, men man kan se, at startup-virksomheder slet ikke tænker over, om de skal være bæredygtige eller ej – det er de bare helt naturligt, fordi andet ikke giver mening,” siger hun.",1100000.0,,,149,,200,,dc373f65-cc37-4cf3-a1f8-3c51a861a3f6.html,text/html,utf-8
343.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,verdensmaalene,,Mål 12: Ansvarligt forbrug og produktion | Verdensmålene ...,https://www.verdensmaalene.dk/maal/12,"Sikre bæredygtigt forbrug og produktionsformer Økonomisk vækst og bæredygtig udvikling kræver, at vi hurtigst muligt reducere vores fodaftryk på naturen ved at ændre på den måde vi producerer og forbruger vores varer og ressourcer på. Landbruget er den største forbruger af vand på verdensplan, og kunstig vanding står nu for ca. 70 procent af alt forbrug af ferskvand beregnet til …",1100000.0,,,172,,200,,a85acad4-e548-4606-830b-c0dd50d222db.html,text/html,utf-8
328.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,groenvaekst,,Grøn Vækst A/S - Grøn Vækst A/S,https://groenvaekst.dk/,"Grøn Vækst passer de grønne områder på Havneholmen i København. Vi sætter stor pris på vores solide samarbejder med nogle af Danmarks mest krævende kunder. Vores kernekompetence er grøn pleje, men vi tilbyder også andre ydelser, som f.eks. træpleje, kyst- og skræntsikring, naturpleje eller faclity management.",1100000.0,,,160,,200,,75543a41-9312-4aba-9b96-5247451fa3ca.html,text/html,utf-8
312.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,celsa-steelservice,,Bæredygtig produktion - klimavenlig armering - Celsa ...,https://celsa-steelservice.dk/kvalitet-og-miljo/baeredygtig-produktion/,"Vores produktion af armering er en bæredygtig produktion. Andres affald er vores ressource, og vi mener, at stål kan genbruges 100%.",1100000.0,,,146,,200,,4276636d-ffe4-4e6e-aa77-f56ddab021a6.html,text/html,utf-8
338.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,um,,Bæredygtig vækst - Udenrigsministeriet,https://um.dk/da/danida/danida-business/,"Mennesker født i Bangladesh, Kenya og Mexico skal vokse op med bæredygtig og ansvarlig vækst. De skal have adgang til energi, rent vand og sundhed. De skal opleve vækst med job, der sikrer dem og deres børn en uddannelse, sundhed og et godt miljø til de næste generationer. Danmark kan bidrage med viden og teknologi til at koble bæredygtig vækst med menneskerettigheder og …",1100000.0,,,168,,200,,2b59353a-2a42-43c0-92fb-6abf06505ad5.html,text/html,utf-8
344.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,danskebank,,Bæredygtig finans - Danske Bank,https://danskebank.com/da/baeredygtighed/baeredygtig-finans,I Danske Bank ønsker vi at fremme inklusiv økonomisk vækst og omstillingen til en bæredygtig økonomi. Gennem rådgivning til udstedere og investorer understøtter vi markedet for grønne og bæredygtige obligationer samt grønne og bæredygtighedsrelaterede lån.,1100000.0,,,173,,200,,0a4c6763-988c-4b5b-ac7c-60120b672797.html,text/html,utf-8
306.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,buildinggreen,,Bæredygtig byggeproces – konference – Building Green ...,https://buildinggreen.eu/baeredygtigbyggeproces/,"Bæredygtig byggeproces er en ny konference, hvor du får viden om, hvordan du kan skabe muligheder og mere bæredygtighed i byggeprocessen.",1100000.0,,,142,,200,,feea2a96-0afd-4992-8c1d-720d012caaa2.html,text/html,utf-8
308.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,djoef,,Bæredygtighed giver grønne job | Grøn omstilling | Djøf,https://www.djoef.dk/r-aa-dgivning/jobsoegning/n-ae-ste-skridt-i-karrieren/gr-oe-n-energi.aspx,Bæredygtighed - der er penge i det og der er jobs i det. Få overblik og viden om grønne jobs her på siden. Mange virksomheder arbejder med at omlægge deres produktion til …,1100000.0,,,144,,200,,2a01fd78-7b7a-423e-8e37-f4271edb49f0.html,text/html,utf-8
257.0,bing,“CO2-aftryk” OR “global opvarmning” OR “klimaforandring*” OR “Parisaftalen” OR “kulstofberegner” OR “CO2-neutral” OR “kulstofneutral” OR “fossilfri”,,Danish,seimei,,SEiMEi | Forside,https://seimei.eu/,"Det holder også vores CO2 aftryk nede og styrker vores fælles danske økonomi og dermed også din økonomi. Lokalt presset ; Ved at sælge mindre portioner og økologiske drikkevarer med fuldkornshavre, er vi med til at minimere eks.vis overvægt og sukkersygdomme. Sundhed ...",831000.0,,,130,,200,,4c8d5ac4-8ab1-452c-b61c-834d709297e9.html,text/html,utf-8
355.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,norlys,,Sæt fokus på bæredygtighed | Indfør en grøn ...,https://norlys.dk/erhverv/energi/energioptimering/baeredygtighed,"Bæredygtig vækst gennem energi- og ressourceeffektive SMV’er. Et andet regionalt projekt, vi er stolte af at være en del af, er NBEN.Et nordjysk netværk med en ambition om at sætte Nordjylland i front, når det gælder grøn omstilling.",1100000.0,,,181,,200,,9dd6ba97-e7bb-498d-8b9a-a5bd2c9ddb5d.html,text/html,utf-8
346.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,regeringen,,Klimaplan for en grøn affaldssektor og cirkulær økonomi,https://www.regeringen.dk/media/9591/aftaletekst.pdf,"I. Visioner for en grøn affaldssektor og cirkulær økonomi Aftalepartierne er enige om, at løsninger på klimaudfordringen skal vurderes tværgående. Inden for denne ramme er aftalepartierne enige om følgende visioner for en grøn affalds-sektor: Affaldssektoren skal være klimaneutral i 2030.",1100000.0,,,174,,200,,322323be-f8b0-4e55-b965-f9914f5ac713.pdf,application/pdf,
229.0,bing,“CO2-aftryk” OR “global opvarmning” OR “klimaforandring*” OR “Parisaftalen” OR “kulstofberegner” OR “CO2-neutral” OR “kulstofneutral” OR “fossilfri”,,Danish,koldinghavn,,Kolding Havn,https://koldinghavn.dk/,CO2-neutral havn i 2030. 20. januar 2021 | Kommentarer lukket til CO2-neutral havn i 2030. Kolding Havn har sat sig ambitiøse mål for klimaindsatsen de kommende år – havnen skal være CO2-neutral allerede i 2030.,831000.0,,,121,,200,,3747c8ec-a8ad-4bff-9bcd-63c50dd9d7bf.html,text/html,utf-8
362.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,erhvervsraadet,,Grøn Forretning - Erhvervsrådet Herning & Ikast-Brande,https://www.erhvervsraadet.dk/groen-forretning/groen-forretning,Med grøn forretning kan du udnytte forretningspotentialer indenfor det grønne område. Hos Erhvervsrådet Herning &amp; Ikast-Brande kan vi hjælpe dig med din bæredygtige og grønne omstilling.,1100000.0,,,186,,200,,5366b76c-b679-453e-8803-b0f9cd80c5c3.html,text/html,utf-8
354.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,dtu,,Bæredygtig Produktion - DTU Engineering Technology,https://engtech.dtu.dk/erhvervssamarbejde/baeredygtig-produktion,"Bæredygtig Produktion Bæredygtighed, forretning og teknologi. Industriens Fond og DTU Engineering Technology fælles projekt Bæredygtig Produktion gør det muligt at hjælpe små og mellemstore virksomheder i Danmark med at tænke bæredygtighed, teknologi og forretning sammen, og dermed skabe økonomisk og konkurrencemæssig gevinst.",1100000.0,,,180,,200,,661e2416-6348-4b18-9001-138ffadf7cf1.html,text/html,utf-8
331.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,industriensfond,,IPUK – med kurs mod bæredygtig forretning | Industriens ...,https://www.industriensfond.dk/IPUK,"IPUK – med kurs mod bæredygtig forretning. LinkedIn Twitter . Projektet skal styrke grønlandske virksomheder i at arbejde strategisk med verdensmålene. Grønland er et af de lande i verden, som påvirkes mest af klimaforandringer.",1100000.0,,,163,,200,,d1eda760-6f2c-4b5b-9f19-d2e087b5afbd.html,text/html,utf-8
313.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,au,,Vanskelige verdensmål? Bæredygtig forretning,https://bss.au.dk/insights/business-1/2019/vanskelige-verdensmaal-baeredygtig-forretning/,"Vanskelige verdensmål - Bæredygtig forretning For en ejerleder, som er fanget i driften og ofte også er presset på forretningsmodel og ressourcer, kan det i bedste fald virke temmelig besværligt og i værste fald som en uoverstigelig opgave at gå i gang med at arbejde med FN’s verdensmål.",1100000.0,,,147,,200,,dd4a1d90-ca6d-41ce-b27a-61b4f8d7f23d.html,text/html,utf-8
333.0,bing,"(“Bæredygtighed” OR “bæredygtig*” OR “grøn*”) AND (""forretning"" OR ""vækst"" OR ""innovation"" OR ""produktion"" OR ""potentiel"" OR ""optimering"" OR ""effektivitet"" OR ""muligheder"" OR ""økonomi"")",,Danish,undp,,15 danske virksomheder udvikler bæredygtig forretning ...,https://www.dk.undp.org/content/denmark/da_dk/home/presscenter/pressreleases/2018/05/14/15-danske-virksomheder-udvikler-b-redygtig-forretning-sammen-med-fn-eksperter-i-fn-byen.html,Presset på verdens ressourcer vokser. Det kalder på nye bæredygtige og innovative løsninger. I to dage slår 15 danske virksomheder kræfterne sammen med globale FN-eksperter og andre fagfolk i FN Byen i et innovationsevent som et led i det nye projekt SDG Accelerator for at skabe ny forretning med afsæt i FN’s Verdensmål.,1100000.0,,,164,,200,,32a1aa66-f7dc-4986-9ea5-757c56d47dc9.html,text/html,utf-8
